annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Registration of schema with specific providers and database details,"[8582, 100, 254, 10373, 26484, 25, 24610, 286, 32815, 351, 2176, 9549, 290, 6831, 3307]",0.5,824,ml_signal,96,Registration of schema with specific providers and database details,824,,[]
🧠 ML Signal: Definition of module exports,"[8582, 100, 254, 10373, 26484, 25, 30396, 286, 8265, 15319]",0.5,824,ml_signal,96,Definition of module exports,824,,[]
